Volcano_Number,Volcano_Name,Primary_Volcano_Type,Country,Region,Latitude,Longitude,Elevation,Tectonic_Setting,Evidence_Category,Major_Rock_Type
231050,"Ithnayn, Harrat",Volcanic field,Saudi Arabia,Arabia-Central Asia Volcanic Regions,26.5800,40.2000,1625,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
231060,"Khaybar, Harrat",Volcanic field,Saudi Arabia,Arabia-Central Asia Volcanic Regions,25.5000,40.0000,2093,Intraplate / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
231071,"Kishb, Harrat",Volcanic field,Saudi Arabia,Arabia-Central Asia Volcanic Regions,22.8000,41.3800,1475,Intraplate / Continental crust (> 25 km),Evidence Credible,Trachybasalt / Tephrite Basanite
231072,"Birk, Harrat al",Volcanic field,Saudi Arabia,Arabia-Central Asia Volcanic Regions,18.3700,41.6300,587,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
231070,"Rahat, Harrat",Volcanic field,Saudi Arabia,Arabia-Central Asia Volcanic Regions,23.0800,39.7800,1744,Intraplate / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
231080,"Yar, Jabal",Volcanic field,Saudi Arabia,Arabia-Central Asia Volcanic Regions,17.0500,42.8300,305,Intraplate / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
231090,"Arhab, Harra of",Volcanic field,Yemen,Arabia-Central Asia Volcanic Regions,15.6025,44.0978,3100,Intraplate / Continental crust (> 25 km),Eruption Observed,Trachybasalt / Tephrite Basanite
231110,"Haylan, Jabal",Volcanic field,Yemen,Arabia-Central Asia Volcanic Regions,15.4000,45.1000,1550,Intraplate / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
231120,"Dhamar, Harras of",Volcanic field,Yemen,Arabia-Central Asia Volcanic Regions,14.5700,44.6700,3500,Intraplate / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
231160,"Sawad, Harra Es-",Volcanic field,Yemen,Arabia-Central Asia Volcanic Regions,13.5800,46.1200,1737,Intraplate / Continental crust (> 25 km),Eruption Observed,Trachybasalt / Tephrite Basanite
231170,Balhaf-Bir Ali Volcanic Field,Volcanic field,Yemen,Arabia-Central Asia Volcanic Regions,14.0670,48.3000,604,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
231180,Bir Borhut,Volcanic field,Yemen,Arabia-Central Asia Volcanic Regions,15.5150,50.9350,464,Intraplate / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
232010,Damavand,Stratovolcano,Iran,Arabia-Central Asia Volcanic Regions,35.9510,52.1090,5670,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite
233001,"Grille, La",Shield,Comoros,Somalian-Antarctic Volcanic Regions,-11.4700,43.3300,1087,Intraplate / Oceanic crust (< 15 km),Evidence Credible,Trachybasalt / Tephrite Basanite
233005,Mayotte,Shield,France,Somalian-Antarctic Volcanic Regions,-12.8300,45.1700,660,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
233011,Ambre-Bobaomby,Volcanic field,Madagascar,Somalian-Antarctic Volcanic Regions,-12.6000,49.1500,1475,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
233012,Nosy-Be,Volcanic field,Madagascar,Somalian-Antarctic Volcanic Regions,-13.3200,48.4800,214,Intraplate / Continental crust (> 25 km),Evidence Credible,Foidite
233013,Ankaizina Field,Volcanic field,Madagascar,Somalian-Antarctic Volcanic Regions,-14.3000,48.6700,2878,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
233014,Itasy Volcanic Field,Volcanic field,Madagascar,Somalian-Antarctic Volcanic Regions,-19.0330,46.7000,1800,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachyte / Trachydacite
233015,Vakinankaratra,Volcanic field,Madagascar,Somalian-Antarctic Volcanic Regions,-19.8500,46.9420,2644,Intraplate / Continental crust (> 25 km),Evidence Credible,Trachybasalt / Tephrite Basanite
233010,Karthala,Shield,Comoros,Somalian-Antarctic Volcanic Regions,-11.7500,43.3800,2361,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
233020,"Fournaise, Piton de la",Shield,France,Somalian-Antarctic Volcanic Regions,-21.2440,55.7080,2632,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
234000,Boomerang Seamount,Caldera,France,Somalian-Antarctic Volcanic Regions,-37.7216,77.8221,-650,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
234001,Amsterdam Island,Stratovolcano,France,Somalian-Antarctic Volcanic Regions,-37.8300,77.5200,881,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
234002,St. Paul,Stratovolcano,France,Somalian-Antarctic Volcanic Regions,-38.7200,77.5300,268,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
234011,McDonald Islands,Complex,Australia,Somalian-Antarctic Volcanic Regions,-53.0300,72.6000,230,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Phonolite
234010,Heard,Stratovolcano,Australia,Somalian-Antarctic Volcanic Regions,-53.1060,73.5130,2745,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite
234020,Kerguelen Islands,Stratovolcano(es),France,Somalian-Antarctic Volcanic Regions,-49.5800,69.5000,1840,Intraplate / Oceanic crust (< 15 km),Evidence Uncertain,Trachyandesite / Basaltic Trachyandesite
234030,"Est, Ile de l'",Stratovolcano,France,Somalian-Antarctic Volcanic Regions,-46.4300,52.2000,1090,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,Basalt / Picro-Basalt
234040,"Possession, Ile de la",Stratovolcano,France,Somalian-Antarctic Volcanic Regions,-46.4200,51.7500,934,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
234050,"Cochons, Ile aux",Stratovolcano,France,Somalian-Antarctic Volcanic Regions,-46.1000,50.2300,775,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
234060,Prince Edward Island,Shield,South Africa,Somalian-Antarctic Volcanic Regions,-46.6300,37.9500,672,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
234070,Marion Island,Shield(s),South Africa,Somalian-Antarctic Volcanic Regions,-46.9000,37.7500,1230,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
241010,Kaikohe-Bay of Islands,Volcanic field,New Zealand,Tonga-Kermadec Volcanic Regions,-35.3000,173.9000,388,Subduction zone / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
241021,Mayor Island,Shield,New Zealand,Tonga-Kermadec Volcanic Regions,-37.2800,176.2500,355,Subduction zone / Continental crust (> 25 km),Eruption Dated,Rhyolite
241020,Auckland Volcanic Field,Volcanic field,New Zealand,Tonga-Kermadec Volcanic Regions,-36.8900,174.8100,260,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
241030,Taranaki,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-39.3000,174.0700,2518,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
241040,Whakaari/White Island,Stratovolcano(es),New Zealand,Tonga-Kermadec Volcanic Regions,-37.5200,177.1800,294,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
241050,Okataina,Lava dome(s),New Zealand,Tonga-Kermadec Volcanic Regions,-38.1569,176.5069,1111,Subduction zone / Continental crust (> 25 km),Eruption Observed,Rhyolite
241070,Taupo,Caldera,New Zealand,Tonga-Kermadec Volcanic Regions,-38.7811,175.8930,760,Subduction zone / Continental crust (> 25 km),Eruption Dated,Rhyolite
241080,Tongariro,Stratovolcano(es),New Zealand,Tonga-Kermadec Volcanic Regions,-39.1570,175.6320,1978,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
241101,Clark,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-36.4460,177.8390,-860,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Basalt / Picro-Basalt
241102,Tangaroa,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-36.3210,178.0280,-600,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Basalt / Picro-Basalt
241100,Ruapehu,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-39.2800,175.5700,2797,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
241110,Rumble V,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-36.1420,178.1960,-400,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Andesite / Basaltic Andesite
241120,Rumble IV,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-36.1300,178.0500,-500,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Andesite / Basaltic Andesite
241130,Rumble III,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-35.7450,178.4780,-220,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
241131,Rumble II West,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-35.3530,178.5270,-1200,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Andesite / Basaltic Andesite
241140,Healy,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-35.0040,178.9730,-980,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite
241150,Brothers,Caldera,New Zealand,Tonga-Kermadec Volcanic Regions,-34.8750,179.0667,-1350,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Dacite
242001,Wright,Stratovolcano(es),New Zealand,Tonga-Kermadec Volcanic Regions,-31.8500,-179.1800,-900,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Basalt / Picro-Basalt
242010,Curtis Island,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-30.5430,-178.5560,47,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Andesite / Basaltic Andesite
242021,Macauley,Caldera,New Zealand,Tonga-Kermadec Volcanic Regions,-30.2100,-178.4750,238,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
242022,Giggenbach,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-30.0360,-178.7120,-65,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Basalt / Picro-Basalt
242030,Raoul Island,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-29.2700,-177.9200,516,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
242050,Monowai,Stratovolcano,New Zealand,Tonga-Kermadec Volcanic Regions,-25.8870,-177.1880,-132,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
243001,Unnamed,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-24.8000,-177.0200,-385,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Basalt / Picro-Basalt
243011,Unnamed,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-21.1500,-175.7500,-65,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite
243010,Unnamed,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-21.3380,-175.6500,-68,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,No Data (checked)
243030,Unnamed,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-20.8520,-175.5500,-296,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,No Data (checked)
243040,Hunga Tonga-Hunga Ha'apai,Caldera,Tonga,Tonga-Kermadec Volcanic Regions,-20.5532,-175.3841,114,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
243050,Fonuafo'ou,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-20.3200,-175.4200,-17,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
243061,Kao,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-19.6680,-175.0160,1009,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
243060,Tofua,Caldera,Tonga,Tonga-Kermadec Volcanic Regions,-19.7500,-175.0700,515,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
243070,Lateiki,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-19.1800,-174.8700,43,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite
243080,Home Reef,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-18.9920,-174.7750,-10,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite
243091,Unnamed,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-18.3250,-174.3650,-40,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite
243090,Late,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-18.8060,-174.6500,540,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
243101,Tafahi,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-15.8540,-173.7470,546,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Andesite / Basaltic Andesite
243102,Curacoa,Complex,Tonga,Tonga-Kermadec Volcanic Regions,-15.6200,-173.6700,-33,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite
243100,Fonualei,Stratovolcano,Tonga,Tonga-Kermadec Volcanic Regions,-18.0230,-174.3170,188,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite
243110,Niuafo'ou,Shield,Tonga,Tonga-Kermadec Volcanic Regions,-15.6000,-175.6300,260,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
243120,Tafu-Maka,Fissure vent,Tonga,Tonga-Kermadec Volcanic Regions,-15.3700,-174.2300,-1400,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
243130,West Mata,Fissure vent(s),Tonga,Tonga-Kermadec Volcanic Regions,-15.1000,-173.7500,-1174,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite
244000,Vailulu'u,Shield,United States,Southern Pacific Volcanic Regions,-14.2150,-169.0580,-592,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
244001,Ta'u,Shield,United States,Southern Pacific Volcanic Regions,-14.2300,-169.4540,931,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
244010,Ofu-Olosega,Shield(s),United States,Southern Pacific Volcanic Regions,-14.1750,-169.6180,639,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
244020,Tutuila,Tuff cone(s),United States,Southern Pacific Volcanic Regions,-14.2903,-170.7019,653,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt
244030,Upolu,Shield,Samoa,Southern Pacific Volcanic Regions,-13.9350,-171.7200,1100,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt
244040,Savaii,Shield,Samoa,Southern Pacific Volcanic Regions,-13.6120,-172.5250,1858,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt
245010,Taveuni,Shield,Fiji,Southwest Pacific Volcanic Regions,-16.8412,-179.9644,1241,Subduction zone / Crustal thickness unknown,Eruption Dated,Basalt / Picro-Basalt
245030,Nabukelevu,Lava dome(s),Fiji,Southwest Pacific Volcanic Regions,-19.1181,177.9815,791,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite
250010,St. Andrew Strait,Complex,Papua New Guinea,Southwest Pacific Volcanic Regions,-2.3800,147.3500,270,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite
250030,Central Bismarck Sea,Fissure vent,Papua New Guinea,Southwest Pacific Volcanic Regions,-3.0300,147.7800,-1300,Rift zone / Continental crust (> 25 km),Eruption Dated,No Data (checked)
251001,Blup Blup,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-3.5070,144.6050,402,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
251002,Kadovar,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-3.6080,144.5880,365,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
251011,Boisa,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-3.9940,144.9630,240,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
251010,Bam,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-3.6130,144.8180,685,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
251020,Manam,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-4.0800,145.0370,1807,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
251030,Karkar,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-4.6470,145.9760,1839,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
251041,Hankow Reef,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-4.8830,146.7170,-5,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,No Data (checked)
251050,Long Island,Complex,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.3580,147.1200,1280,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
251060,Umboi,Complex,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.5920,147.8920,1335,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
251070,Ritter Island,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.5190,148.1150,75,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
251080,Sakar,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.4140,148.0940,992,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
252010,Langila,Complex,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.5250,148.4200,1330,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
252040,Dakataua,Caldera,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.0455,150.0996,408,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
252050,Bola,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.1410,150.0380,1116,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
252060,Garua Harbour,Volcanic field,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.3000,150.0700,565,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Rhyolite
252071,Lolo,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.4660,150.5090,796,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
252070,Krummel-Garbuna-Welcker,Stratovolcano(es),Papua New Guinea,Southwest Pacific Volcanic Regions,-5.4160,150.0270,564,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
252080,Witori,Caldera,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.5745,150.5161,724,Subduction zone / Continental crust (> 25 km),Eruption Observed,Dacite
252090,Sulu Range,Stratovolcano(es),Papua New Guinea,Southwest Pacific Volcanic Regions,-5.5000,150.9420,610,Subduction zone / Continental crust (> 25 km),Unrest / Holocene,Andesite / Basaltic Andesite
252100,Hargy,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.3300,151.1000,1148,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
252110,Bamus,Stratovolcano,Papua New Guinea,Southwest Pacific Volcanic Regions,-5.2000,151.2300,2248,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
